998,25/11/2009,Not Specified,Allen Rosenblatt,16,15.74,248.26,Nunavut,Nunavut,Small Business,Office Supplies,Envelopes,#10-4 1/8  x 9 1/2  Premium Diagonal Seam Envelopes,Small Box,26/11/2009
1154,14/02/2012,Critical,Sylvia Foulston,44,100.98,4462.23,Nunavut,Nunavut,Home Office,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,Jumbo Box,16/02/2012
1154,14/02/2012,Critical,Sylvia Foulston,11,71.37,663.784,Nunavut,Nunavut,Home Office,Furniture,Tables,Lesro Sheffield Collection Coffee Table  End Table  Center Table  Corner Table,Large Box,16/02/2012
1344,15/04/2012,Low,Jim Radford,15,65.99,834.904,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,g520,Small Box,22/04/2012
1344,15/04/2012,Low,Jim Radford,18,155.99,2480.9205,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,LX 788,Small Box,19/04/2012
1412,12/03/2010,Not Specified,Carlos Soltero,13,3.69,59.03,Nunavut,Nunavut,Consumer,Office Supplies,Labels,Avery 52,Small Box,14/03/2010
1412,12/03/2010,Not Specified,Carlos Soltero,21,4.71,97.48,Nunavut,Nunavut,Consumer,Office Supplies,Rubber Bands,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,14/03/2010
1539,09/03/2011,Low,Carl Ludwig,33,15.99,511.83,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2  x 11 ,Small Box,11/03/2011
1539,09/03/2011,Low,Carl Ludwig,38,4.89,184.99,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,Maxell 3.5  DS/HD IBM-Formatted Diskettes  10/Pack,Small Pack,14/03/2011
1540,04/08/2012,High,Don Miller,30,2.88,80.9,Nunavut,Nunavut,Home Office,Office Supplies,Pens & Art Supplies,Newell 335,Wrap Bag,06/08/2012
1702,06/05/2011,High,Annie Cyprus,23,2.84,67.24,Nunavut,Nunavut,Home Office,Office Supplies,Pens & Art Supplies,SANFORD Liquid Accent™ Tank-Style Highlighters,Wrap Bag,07/05/2011
1761,23/12/2010,High,Carl Ludwig,25,449.99,12028.23,Nunavut,Nunavut,Corporate,Technology,Copiers and Fax,Canon PC940 Copier,Jumbo Drum,25/12/2010
1792,08/11/2010,Low,Carlos Soltero,28,13.48,370.48,Nunavut,Nunavut,Consumer,Office Supplies,Storage & Organization,Tenex Personal Project File with Scoop Front Design  Black,Small Box,13/11/2010
2275,21/10/2012,Not Specified,Grant Carroll,49,6.08,278,Nunavut,Nunavut,Small Business,Office Supplies,Pens & Art Supplies,Col-Erase® Pencils with Erasers,Wrap Bag,22/10/2012
2277,01/01/2011,Not Specified,Don Miller,10,5.98,66.54,Nunavut,Nunavut,Home Office,Technology,Computer Peripherals,Imation 3.5  DS/HD IBM Formatted Diskettes  10/Pack,Small Pack,02/01/2011
2277,01/01/2011,Not Specified,Don Miller,21,40.99,845.32,Nunavut,Nunavut,Home Office,Office Supplies,Paper,White Dual Perf Computer Printout Paper  2700 Sheets  1 Part  Heavyweight  20 lbs.  14 7/8 x 11,Small Box,03/01/2011
2532,10/10/2011,High,Alan Barnes,39,7.31,282.07,Nunavut,Nunavut,Corporate,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,11/10/2011
2532,10/10/2011,High,Alan Barnes,24,20.99,426.037,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,Accessory37,Wrap Bag,11/10/2011
2631,23/09/2010,Low,Jack Garza,27,40.96,1078.49,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,Fuji 5.2GB DVD-RAM,Small Pack,25/09/2010
2757,19/07/2011,Critical,Julia West,39,95.95,3554.46,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,Bevis Steel Folding Chairs,Jumbo Drum,19/07/2011
2791,09/10/2009,High,Eugene Barchas,47,3.89,191.67,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,Avery Binder Labels,Small Box,09/10/2009
2791,09/10/2009,High,Eugene Barchas,49,120.98,5586.33,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,Hon Every-Day® Chair Series Swivel Task Chairs,Jumbo Drum,11/10/2009
2791,09/10/2009,High,Eugene Barchas,18,30.98,507.64,Nunavut,Nunavut,Corporate,Office Supplies,Paper,IBM Multi-Purpose Copy Paper  8 1/2 x 11   Case,Small Box,10/10/2009
2976,09/12/2010,Not Specified,Edward Hooks,30,500.98,14223.82,Nunavut,Nunavut,Consumer,Furniture,Chairs & Chairmats,Global Troy™ Executive Leather Low-Back Tilter,Jumbo Drum,11/12/2010
3232,08/10/2012,Critical,Brad Eason,5,7.84,42.66,Nunavut,Nunavut,Small Business,Office Supplies,Binders and Binder Accessories,XtraLife® ClearVue™ Slant-D® Ring Binders by Cardinal,Small Box,10/10/2012
3524,02/05/2012,High,Nicole Hansen,21,18.97,427.32,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Small Box,03/05/2012
3908,08/03/2010,Medium,Dorothy Wardle,8,115.99,820.284,Nunavut,Nunavut,Corporate,Technology,Telephones and Communication,6160,Small Box,08/03/2010
4132,28/05/2011,Not Specified,Aaron Bergman,5,2.88,14.76,Nunavut,Nunavut,Corporate,Office Supplies,Labels,Avery 49,Small Box,30/05/2011
4612,19/09/2010,Medium,Jim Radford,9,4.48,89.55,Nunavut,Nunavut,Corporate,Office Supplies,Appliances,Hoover Portapower™ Portable Vacuum,Large Box,21/09/2010
4676,31/08/2011,High,Annie Cyprus,11,125.99,1210.0515,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Timeport L7089,Small Box,01/09/2011
4676,31/08/2011,High,Annie Cyprus,50,3.75,187.83,Nunavut,Nunavut,Home Office,Office Supplies,Labels,Avery 510,Small Box,02/09/2011
4676,31/08/2011,High,Annie Cyprus,3,12.28,49.59,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Xerox 1881,Small Box,02/09/2011
4676,31/08/2011,High,Annie Cyprus,30,155.99,4253.009,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,LX 788,Small Box,01/09/2011
5284,08/07/2011,Not Specified,Annie Cyprus,7,8.69,59.38,Nunavut,Nunavut,Home Office,Office Supplies,Binders and Binder Accessories,Cardinal Slant-D® Ring Binder  Heavy Gauge Vinyl,Small Box,10/07/2011
5316,30/01/2009,Critical,Clay Rozendal,42,31.78,1285.37,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,Memorex 4.7GB DVD-RAM  3/Pack,Small Pack,01/02/2009
5409,08/01/2012,Low,Don Jones,11,3.98,48.91,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Unpadded Memo Slips,Wrap Bag,13/01/2012
5506,07/11/2010,Critical,Beth Thompson,22,5.88,129.62,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Adams Telephone Message Book W/Dividers/Space For Phone Numbers  5 1/4 X8 1/2   300/Messages,Wrap Bag,08/11/2010
5569,29/04/2010,Not Specified,Frank Price,12,9.65,118.97,Nunavut,Nunavut,Corporate,Furniture,Office Furnishings,Eldon Expressions™ Desk Accessory  Wood Pencil Holder  Oak,Small Box,01/05/2010
5607,31/12/2011,Not Specified,Michelle Lonsdale,8,7.99,61.8715,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,03/01/2012
5894,12/08/2009,High,Ann Chong,7,58.1,384.33,Nunavut,Nunavut,Corporate,Office Supplies,Binders and Binder Accessories,Avery Arch Ring Binders,Small Box,13/08/2009
5894,12/08/2009,High,Ann Chong,3,80.48,239.03,Nunavut,Nunavut,Corporate,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Small Box,15/08/2009
5925,12/11/2011,Low,Joy Bell,44,92.23,3922.42,Nunavut,Nunavut,Home Office,Furniture,Office Furnishings,Deflect-o RollaMat Studded  Beveled Mat for Medium Pile Carpeting,Medium Box,19/11/2011
5925,12/11/2011,Low,Joy Bell,25,85.99,1733.3625,Nunavut,Nunavut,Home Office,Technology,Telephones and Communication,Accessory4,Wrap Bag,19/11/2011
6016,20/01/2012,High,Skye Norling,19,11.48,208.28,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Personal Creations™ Ink Jet Cards and Labels,Small Box,20/01/2012
6116,20/03/2009,Medium,Barry Weirich,6,1637.53,9620.82,Nunavut,Nunavut,Corporate,Office Supplies,"Scissors, Rulers and Trimmers",High Speed Automatic Electric Letter Opener,Medium Box,22/03/2009
6182,21/07/2012,Low,Grant Carroll,40,6.48,255.48,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Xerox 1966,Small Box,28/07/2012
6182,21/07/2012,Low,Grant Carroll,18,6.48,130.32,Nunavut,Nunavut,Corporate,Office Supplies,Paper,Xerox 213,Small Box,25/07/2012
6535,12/06/2012,Critical,Adrian Hane,11,28.15,312.36,Nunavut,Nunavut,Corporate,Office Supplies,Pens & Art Supplies,Boston Electric Pencil Sharpener  Model 1818  Charcoal Black,Small Pack,15/06/2012
6884,15/01/2009,Low,Skye Norling,41,4.98,217,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,20/01/2009
6884,15/01/2009,Low,Skye Norling,47,6.35,296.13,Nunavut,Nunavut,Home Office,Office Supplies,Paper,Telephone Message Books with Fax/Mobile Section  5 1/2  x 3 3/16 ,Wrap Bag,20/01/2009
6916,04/06/2010,Low,Andrew Gjertsen,40,10.9,436.17,Nunavut,Nunavut,Consumer,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box,08/06/2010
6980,18/02/2010,Not Specified,Ralph Knight,18,7.3,136.29,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Angle-D Binders with Locking Rings  Label Holders,Small Box,19/02/2010
6982,16/11/2011,Not Specified,Dorothy Wardle,32,39.48,1311.25,Nunavut,Nunavut,Corporate,Technology,Computer Peripherals,80 Minute CD-R Spindle  100/Pack - Staples,Small Pack,18/11/2011
6982,16/11/2011,Not Specified,Dorothy Wardle,5,100.98,544.41,Nunavut,Nunavut,Corporate,Furniture,Bookcases,Bush Westfield Collection Bookcases  Dark Cherry Finish  Fully Assembled,Jumbo Box,18/11/2011
6982,16/11/2011,Not Specified,Dorothy Wardle,41,19.98,844.09,Nunavut,Nunavut,Corporate,Furniture,Office Furnishings,12-1/2 Diameter Round Wall Clock,Small Box,18/11/2011
7110,07/08/2011,Low,Grant Carroll,22,276.2,6396.2,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,SAFCO Arco Folding Chair,Large Box,11/08/2011
7430,08/06/2010,Medium,Barry Weirich,50,15.67,751.77,Nunavut,Nunavut,Corporate,Office Supplies,Envelopes,#10 White Business Envelopes 4 1/8 x 9 1/2,Small Box,09/06/2010
7906,17/10/2009,Medium,Beth Paige,37,25.98,1003.06,Nunavut,Nunavut,Consumer,Office Supplies,Appliances,3M Office Air Cleaner,Medium Box,17/10/2009
8391,28/08/2011,High,Sylvia Foulston,4,300.98,1266.72,Nunavut,Nunavut,Corporate,Furniture,Chairs & Chairmats,Global Leather and Oak Executive Chair  Black,Jumbo Drum,29/08/2011
8419,29/09/2011,Critical,Nicole Hansen,19,19.98,368.04,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 1936,Small Box,01/10/2011
8419,29/09/2011,Critical,Nicole Hansen,24,6.48,152.6,Nunavut,Nunavut,Small Business,Office Supplies,Paper,Xerox 214,Small Box,30/09/2011
8833,04/05/2012,Low,Nicole Hansen,40,80.98,3338.98,Nunavut,Nunavut,Small Business,Office Supplies,Storage & Organization,Carina Double Wide Media Storage Towers in Natural & Black,Large Box,08/05/2012
8995,17/05/2011,High,Beth Paige,5,1.88,24.16,Nunavut,Nunavut,Consumer,Office Supplies,Binders and Binder Accessories,Staples® General Use 3-Ring Binders,Small Box,18/05/2011
8995,17/05/2011,High,Beth Paige,41,6.48,270.84,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 1904,Small Box,18/05/2011
8995,17/05/2011,High,Beth Paige,35,102.3,3389.93,Northwest Territories,Northwest Territories,Consumer,Furniture,Office Furnishings,Luxo Professional Combination Clamp-On Lamps,Large Box,18/05/2011
8995,17/05/2011,High,Beth Paige,42,6.48,266.36,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Paper,Xerox 217,Small Box,18/05/2011
8995,17/05/2011,High,Beth Paige,46,1.89,89.41,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Rubber Bands,Revere Boxed Rubber Bands by Revere,Wrap Bag,19/05/2011
9126,17/11/2009,Medium,Sylvia Foulston,47,62.05,2799.7,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Appliances,Acco Smartsocket™ Table Surge Protector  6 Color-Coded Adapter Outlets,Small Box,18/11/2009
9127,10/10/2011,Not Specified,Bryan Davis,7,279.48,2039.56,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Tennsco Snap-Together Open Shelving Units  Starter Sets and Add-On Units,Large Box,12/10/2011
9509,07/10/2012,Not Specified,Joy Bell,36,320.98,12175.82,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon 4070 Series Pagoda™ Round Back Stacking Chairs,Jumbo Drum,08/10/2012
9509,07/10/2012,Not Specified,Joy Bell,5,18.97,101.21,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1887,Small Box,08/10/2012
9509,07/10/2012,Not Specified,Joy Bell,32,48.91,1585.64,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Xerox 1891,Small Box,07/10/2012
9763,13/08/2011,Medium,Alan Barnes,44,4.13,176.26,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Labels,Avery 506,Small Box,16/08/2011
9927,16/08/2011,High,Grant Carroll,32,140.98,4655.07,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Bush Heritage Pine Collection 5-Shelf Bookcase  Albany Pine Finish  *Special Order,Jumbo Box,17/08/2011
9927,16/08/2011,High,Grant Carroll,44,218.08,10087.6,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Lifetime Advantage™ Folding Chairs  4/Carton,Large Box,17/08/2011
9927,16/08/2011,High,Grant Carroll,34,50.98,1608.08,Northwest Territories,Northwest Territories,Corporate,Technology,Computer Peripherals,Microsoft Natural Multimedia Keyboard,Small Box,17/08/2011
10022,04/03/2009,Low,Delfina Latchford,1,10.14,12.18,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Staples Wirebound Steno Books  6  x 9   12/Pack,Wrap Bag,04/03/2009
10437,18/08/2009,Critical,Don Jones,50,15.99,820.52,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2  x 11 ,Small Box,20/08/2009
10499,16/11/2010,Not Specified,Doug Bickford,29,262.11,6250.936,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Boat-Shaped Conference Table,Jumbo Box,17/11/2010
10535,27/05/2011,Low,Doug Bickford,25,33.98,854.88,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Linden® 12  Wall Clock With Oak Frame,Small Box,29/05/2011
10535,27/05/2011,Low,Doug Bickford,46,1.76,80.27,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Newell 326,Wrap Bag,03/06/2011
10789,23/08/2010,Not Specified,Jamie Kunitz,15,19.84,308.54,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Pens & Art Supplies,Prismacolor Color Pencil Set,Wrap Bag,24/08/2010
10791,19/08/2011,Not Specified,Anthony Johnson,20,19.98,400.57,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox Blank Computer Paper,Small Box,21/08/2011
10945,03/01/2012,Medium,Ralph Knight,14,95.99,1170.025,Northwest Territories,Northwest Territories,Consumer,Technology,Telephones and Communication,600 Series Flip,Small Box,05/01/2012
11137,29/11/2012,High,Allen Rosenblatt,48,111.03,5188.86,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Fellowes Recycled Storage Drawers,Small Box,30/11/2012
11202,17/03/2012,Medium,Barry Weirich,8,43.41,339.81,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Satellite Sectional Post Binders,Small Box,18/03/2012
11456,12/04/2010,Low,Doug Bickford,15,105.34,1519.9,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Large Box,19/04/2010
11460,24/08/2010,High,Carl Jackson,30,3.69,102.24,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Labels,Avery 487,Small Box,26/08/2010
11495,04/07/2011,High,Brendan Dodson,6,146.34,965.69,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,Jumbo Box,05/07/2011
11911,10/11/2010,Critical,Edward Hooks,25,15.22,397.84,Northwest Territories,Northwest Territories,Consumer,Office Supplies,Binders and Binder Accessories,GBC Twin Loop™ Wire Binding Elements  9/16  Spine  Black,Small Box,12/11/2010
11941,24/06/2010,Critical,Jamie Kunitz,4,15.7,73.07,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Storage & Organization,Hanging Personal Folder File,Small Box,25/06/2010
11941,24/06/2010,Critical,Jamie Kunitz,26,179.29,4679.1,Northwest Territories,Northwest Territories,Corporate,Furniture,Tables,Bevis Round Conference Table Top  X-Base,Jumbo Box,25/06/2010
12096,19/09/2012,Medium,Michelle Lonsdale,46,200.99,8009.5925,Northwest Territories,Northwest Territories,Home Office,Technology,Telephones and Communication,5125,Small Box,19/09/2012
12096,19/09/2012,Medium,Michelle Lonsdale,23,194.3,4689.66,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Electrix Halogen Magnifier Lamp,Large Box,21/09/2012
12289,24/12/2011,Low,Brendan Dodson,25,120.97,3019.41,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Canon BP1200DH 12-Digit Bubble Jet Printing Calculator,Medium Box,28/12/2011
12352,23/03/2012,Medium,Hunter Glantz,5,5.81,36.86,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Binders and Binder Accessories,Fellowes Black Plastic Comb Bindings,Small Box,24/03/2012
12419,15/10/2011,Critical,Sylvia Foulston,12,1938.02,22079.47,Northwest Territories,Northwest Territories,Corporate,Technology,Office Machines,Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Medium Box,17/10/2011
12485,07/08/2010,Critical,Eugene Barchas,24,226.67,5407.31,Northwest Territories,Northwest Territories,Home Office,Furniture,Chairs & Chairmats,Hon GuestStacker Chair,Jumbo Drum,08/08/2010
12544,03/03/2009,Low,Jim Radford,34,2.08,74.3,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon® Wave Desk Accessories,Small Box,10/03/2009
12704,09/02/2010,Low,Carlos Soltero,44,499.99,21506.77,Northwest Territories,Northwest Territories,Small Business,Technology,Copiers and Fax,Sharp AL-1530CS Digital Copier,Large Box,09/02/2010
12704,09/02/2010,Low,Carlos Soltero,28,20.98,669.02,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Tennsco Lockers  Gray,Jumbo Drum,11/02/2010
12771,17/01/2009,Critical,Carlos Soltero,40,30.53,1143.49,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Labels,Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White,Small Box,17/01/2009
12771,17/01/2009,Critical,Carlos Soltero,46,1.68,78.08,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Pens & Art Supplies,Newell 323,Wrap Bag,19/01/2009
12929,30/08/2010,Critical,Jim Radford,19,270.98,5297.47,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Jumbo Drum,31/08/2010
12929,30/08/2010,Critical,Jim Radford,20,4.48,95.3,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,Wrap Bag,31/08/2010
13280,11/09/2009,High,Grant Carroll,40,10.9,460.68,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Storage & Organization,Crate-A-Files™,Small Box,12/09/2009
13280,11/09/2009,High,Grant Carroll,49,7.99,318.7585,Northwest Territories,Northwest Territories,Small Business,Technology,Telephones and Communication,Bell Sonecor JB700 Caller ID,Medium Box,12/09/2009
13313,16/07/2009,Not Specified,Skye Norling,47,21.66,1020.61,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,Medium Box,17/07/2009
13346,15/11/2012,Low,Doug Bickford,44,6.48,268.34,Northwest Territories,Northwest Territories,Corporate,Office Supplies,Paper,Xerox 224,Small Box,20/11/2012
13702,10/09/2011,Low,Grant Carroll,6,35.44,209,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1906,Small Box,14/09/2011
13795,10/04/2011,Not Specified,Muhammed MacIntyre,30,15.99,501.32,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Pre-Punched Binding Paper  Plastic  White  8-1/2  x 11 ,Small Box,13/04/2011
13795,10/04/2011,Not Specified,Muhammed MacIntyre,23,11.34,275.16,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 188,Small Box,13/04/2011
13795,10/04/2011,Not Specified,Muhammed MacIntyre,37,35.44,1302.99,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1932,Small Box,11/04/2011
14116,09/10/2011,High,Doug Bickford,1,30.98,40.1,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Linen Binding Covers,Small Box,11/10/2011
14116,09/10/2011,High,Doug Bickford,42,34.54,1414.05,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Binders and Binder Accessories,GBC Recycled Grain Textured Covers,Small Box,10/10/2011
14372,23/10/2012,Critical,Beth Thompson,34,170.98,5350.61,Northwest Territories,Northwest Territories,Corporate,Furniture,Bookcases,Sauder Facets Collection Library  Sky Alder Finish,Jumbo Box,25/10/2012
14726,08/01/2012,Low,Ralph Knight,15,20.95,310.87,Northwest Territories,Northwest Territories,Consumer,Technology,Computer Peripherals,Fellowes Basic 104-Key Keyboard  Platinum,Small Box,08/01/2012
14819,25/01/2010,Not Specified,Carl Jackson,48,207.48,9062.73,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Small Box,27/01/2010
14819,25/01/2010,Not Specified,Carl Jackson,27,58.14,1584.1,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Jumbo Box,26/01/2010
15106,27/01/2011,Not Specified,Dorothy Badders,42,6.64,283.58,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Small Pack,29/01/2011
15106,27/01/2011,Not Specified,Dorothy Badders,39,145.45,5403.37,Northwest Territories,Northwest Territories,Home Office,Technology,Office Machines,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,27/01/2011
15106,27/01/2011,Not Specified,Dorothy Badders,35,2.21,82.15,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Pens & Art Supplies,Newell 327,Wrap Bag,29/01/2011
15108,27/08/2009,High,Delfina Latchford,50,40.99,2066.16,Northwest Territories,Northwest Territories,Small Business,Office Supplies,Paper,Xerox 1893,Small Box,29/08/2009
15205,17/03/2011,Critical,Julia West,18,243.98,4605.36,Northwest Territories,Northwest Territories,Corporate,Furniture,Chairs & Chairmats,Hon Deluxe Fabric Upholstered Stacking Chairs  Rounded Back,Jumbo Drum,19/03/2011
15205,17/03/2011,Critical,Julia West,42,39.98,1753.51,Northwest Territories,Northwest Territories,Corporate,Furniture,Office Furnishings,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Wrap Bag,18/03/2011
15591,06/06/2012,Critical,Brad Eason,31,12.58,426.34,Northwest Territories,Northwest Territories,Small Business,Furniture,Office Furnishings,DAX Copper Panel Document Frame  5 x 7 Size,Small Box,08/06/2012
15907,11/04/2011,High,Thomas Seio,36,48.58,1837.44,Northwest Territories,Northwest Territories,Home Office,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Jumbo Box,13/04/2011
15907,11/04/2011,High,Thomas Seio,36,105.98,3722.29,Northwest Territories,Northwest Territories,Home Office,Furniture,Office Furnishings,Tenex 46  x 60  Computer Anti-Static Chairmat  Rectangular Shaped,Medium Box,14/04/2011
15907,11/04/2011,High,Thomas Seio,4,7.04,28.05,Northwest Territories,Northwest Territories,Home Office,Office Supplies,Paper,Wirebound Message Books  2 7/8  x 5   3 Forms per Page,Wrap Bag,12/04/2011
